2024-11-27 10:54:05,753 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 16692 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:54:05,762 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:54:06,851 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:54:06,881 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2024-11-27 10:54:07,727 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:54:07,738 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:54:07,922 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:54:07,923 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2060 ms
2024-11-27 10:54:07,969 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:54:08,338 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:54:08,353 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:54:08,613 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:54:08,718 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:54:08,989 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:54:09,168 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:54:09,502 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:54:09,524 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:54:09,647 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:54:10,116 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:10,150 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:54:10,165 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 5.253 seconds (JVM running for 6.14)
2024-11-27 10:54:10,670 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:54:10,702 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-075 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,151 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-076 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,305 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-077 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,463 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-078 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,638 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-079 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,730 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-080 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,830 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-081 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,914 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-082 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,992 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-083 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,111 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-084 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,154 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 10 metering points.
2024-11-27 10:54:16,157 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:54:16,172 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673044 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:57:49,914 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,915 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,964 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:49,965 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:49,965 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 10:57:50,112 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,113 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,158 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,158 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,201 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:50,202 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:50,248 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:50,248 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:50,294 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,294 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,340 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,340 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,494 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,495 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,540 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,540 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,588 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:50,588 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:50,635 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:50,635 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:50,680 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,680 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,730 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,731 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,878 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,879 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,923 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:50,924 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:50,970 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:50,970 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,016 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:51,016 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,061 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,062 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,110 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,111 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,265 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,265 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,311 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,313 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,356 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:51,357 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,402 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:51,403 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,447 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,448 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,493 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,494 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,642 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,642 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,698 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,698 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,743 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:51,744 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,789 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:57:51,790 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:57:51,834 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,835 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,880 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:57:51,881 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:57:51,906 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 10:57:52,436 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732701472041_nanoCubeTestData_AidonIndex.xml.
2024-11-27 10:57:52,436 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T11:57:42+01:00.
2024-11-27 10:57:52,436 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T10:00:00+01:00.
2024-11-27 10:58:01,938 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:58:01,941 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 10:58:01,945 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 10:59:24,906 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 9164 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:59:24,912 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:59:25,685 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:59:25,712 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
2024-11-27 10:59:26,474 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:59:26,483 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:59:26,487 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:59:26,487 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:59:26,657 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:59:26,657 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1660 ms
2024-11-27 10:59:26,716 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:59:27,046 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:59:27,061 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:59:27,308 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:59:27,379 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:59:27,600 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:59:27,751 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:59:27,990 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:59:28,006 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:59:28,086 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:59:28,525 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:59:28,567 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:59:28,586 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.433 seconds (JVM running for 5.177)
2024-11-27 10:59:29,085 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:59:29,136 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 10:59:29,137 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:59:29,142 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 10:59:29,144 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:59:32,989 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:32,990 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,049 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,050 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,100 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,100 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:33,147 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,148 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:33,196 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,196 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,243 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,243 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672924, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,415 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,415 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,459 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,460 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,507 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,507 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:33,555 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,555 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:33,603 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,603 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,652 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,652 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672948, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,817 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,818 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,870 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:33,871 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:33,917 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,918 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
